GEO_ID,Geographic_Area_Name,Households,Median_Income_Household,Median_Income_White,Median_Income_Black,Median_Income_AIAN,Median_Income_Asian,Median_Income_NHPI,Percent_Other_Race,Median_Income_Other_Race,Percent_Hispanic_or_Latino,Median_Income_Hispanic_or_Latino,Percent_15_to_24,Median_Income_15_to_24,Percent_25_to_44,Median_Income_25_to_44,Percent_45_to_64,Median_Income_45_to_64,Percent_65_and_over,Median_Income_65_and_Over,Families,Median_Income_Family,Percent_Family_With_Children,Median_Income_Family_with_Children,Percent_Family_no_Children,Median_Income_Family_no_Children,Percent_Married_Couple_Family,Median_Income_Married_Couple_Family,Percent_Female_Householder_no_Spouse,Median_Income_Female_Householder_no_Spouse,Percent_Male_Householder_no_Spouse,Median_Income_Male_Householder_no_Spouse,Nonfamily_Households,Median_Income_Nonfamily_Households,Percent_Nonfamily_Lone_Female,Median_Income_Nonfamily_Lone_Female,Percent_Nonfamily_Lone_Male,Median_Income_Nonfamily_Lone_Male
53011041600,"Census Tract 416, Clark County, Washington",1267,37312,41328,16637,-,47083,-,15.1,35175,25.8,36575,5.8,14651,45.9,39625,28.1,65278,20.2,30000,802,50141,468,41364,334,51726,506,60921,132,31250,164,42935,465,21366,235,20938,213,21125
53011041700,"Census Tract 417, Clark County, Washington",1627,50112,50436,-,-,48889,44625,9,-,15.6,48958,10,56402,50.3,62664,30.1,44272,9.7,34500,845,48750,501,44271,344,72500,503,65341,286,-,56,-,782,44490,193,30208,305,43639
53011041800,"Census Tract 418, Clark County, Washington",1680,52161,50890,-,-,-,-,9.7,53862,20.5,57153,2,49531,35.7,55972,48.8,48724,13.5,33527,1012,57794,537,53638,475,95039,564,63537,142,39091,306,54882,668,41716,209,40481,275,40362
53011041900,"Census Tract 419, Clark County, Washington",1013,62604,52349,-,-,115476,-,0.6,-,2.8,93750,0,-,39.5,87037,33.5,51861,27,29750,462,98750,192,63750,270,116131,327,115923,64,45556,71,51250,551,40208,209,22188,183,30592
53011042000,"Census Tract 420, Clark County, Washington",717,79861,82098,-,-,-,-,0,-,6.8,115927,2,-,46,103750,31.1,95156,20.9,43214,434,101667,237,107109,197,77125,332,110357,73,42708,29,43750,283,58625,97,29539,57,36528
53011042100,"Census Tract 421, Clark County, Washington",1265,79173,79952,-,-,-,-,4.2,-,4.7,78289,7.1,-,42.1,82091,29.9,78017,20.9,-,723,94671,354,81798,369,121477,588,105313,118,72625,17,-,542,47614,174,41731,190,-
53011042300,"Census Tract 423, Clark County, Washington",1644,47941,47561,55323,-,56500,-,1.3,-,5.3,-,2.3,126136,34,73523,26,75000,37.7,19044,616,84000,278,74083,338,86731,477,85506,85,-,54,105625,1028,26667,512,14593,333,45016
53011042400,"Census Tract 424, Clark County, Washington",874,32623,32613,-,-,42500,-,1.8,-,3.7,-,5.1,-,22.5,33872,35.9,35547,36.4,18889,116,-,17,-,99,150446,68,-,27,18750,21,-,758,31250,355,19460,318,32690
53011042500,"Census Tract 425, Clark County, Washington",798,55163,53750,-,-,-,-,3.3,-,6.3,56625,6.5,39605,46.2,61450,28.4,50625,18.8,26000,298,60625,154,37321,144,89444,168,88333,84,-,46,27000,500,43654,210,36538,170,39531
53011042601,"Census Tract 426.01, Clark County, Washington",1094,63362,59870,-,-,-,-,2.8,-,8.4,49839,4.9,-,6.6,67167,48.8,58312,39.7,109419,595,67585,74,-,521,-,525,68608,53,-,17,-,499,61563,230,46923,162,101944
53011042602,"Census Tract 426.02, Clark County, Washington",1819,53321,54069,34107,-,-,-,1,37159,6.3,78698,7.9,43030,42.2,73638,28.1,56897,21.8,44976,658,58803,329,59368,329,57026,424,73300,140,58399,94,-,1161,46495,405,44319,391,24583
53011042700,"Census Tract 427, Clark County, Washington",2197,43687,43466,-,-,58347,-,4.3,57188,18.1,47742,8.9,25250,34.2,50474,35.5,48669,21.4,23400,931,49798,468,44500,463,50273,524,59146,327,45197,80,47500,1266,33750,492,15350,452,44359
53011042800,"Census Tract 428, Clark County, Washington",1306,71550,71425,-,-,-,-,0.3,-,5.7,185650,0,-,26.1,70094,38.2,62406,35.7,117683,762,117660,287,-,475,118112,473,130542,180,58092,109,116797,544,51477,132,44118,194,51683
53011042900,"Census Tract 429, Clark County, Washington",618,90250,76563,-,-,52250,-,1.3,-,8.3,-,3.2,-,24.1,109844,42.6,118250,30.1,61500,489,91625,200,-,289,109750,413,111953,72,-,4,-,129,65938,37,-,24,28000
53011043000,"Census Tract 430, Clark County, Washington",729,54779,69792,-,-,90417,-,7.8,32375,22.5,44167,2.1,-,35.8,51301,25.7,110625,36.5,38636,474,78393,198,51293,276,92708,320,90208,107,47159,47,49779,255,38516,138,35833,69,44375
53011043100,"Census Tract 431, Clark County, Washington",1701,82452,88495,-,-,-,-,0.9,-,4.1,-,1.2,-,26.3,102143,35.2,87976,37.3,-,1139,99403,335,114063,804,89400,932,114375,124,56176,83,-,562,63409,266,39865,160,47083
53013960200,"Census Tract 9602, Columbia County, Washington",1795,61779,59313,-,-,-,-,4.3,90991,5.5,90519,1.5,-,17.7,69821,38.6,80781,42.3,46542,1196,90652,354,66700,842,91774,1035,93451,101,57896,60,54167,599,21550,345,19215,177,25972
53015000400,"Census Tract 4, Cowlitz County, Washington",2012,40340,40432,-,-,79479,-,1.4,-,3.8,28438,2.5,29698,23.2,44500,32.8,53409,41.5,33924,972,50926,366,44917,606,51019,587,82457,352,38663,33,-,1040,26280,588,25703,384,27917
53015000501,"Census Tract 5.01, Cowlitz County, Washington",1356,48295,48239,-,-,-,-,2.6,-,8.9,51953,1,-,25.7,71433,41.1,52636,32.2,30781,799,59417,335,85154,464,53913,492,83833,154,41591,153,52064,557,32601,250,31979,205,27245
53015000502,"Census Tract 5.02, Cowlitz County, Washington",1682,38944,37132,-,-,-,-,3.6,-,10.1,44286,5.1,42159,41.7,39806,34.1,41759,19.1,23259,1131,34195,655,32589,476,40455,438,42465,446,26957,247,25943,551,23467,172,14118,224,23750
53015000601,"Census Tract 6.01, Cowlitz County, Washington",1710,40100,36023,47675,-,56250,-,1.8,-,9.4,48125,6,53750,32.4,48500,35.6,32000,26.1,33269,845,48382,414,47534,431,56083,415,56583,340,31029,90,76210,865,29835,489,21935,204,27222
53015000602,"Census Tract 6.02, Cowlitz County, Washington",1243,74013,75058,-,-,-,-,0,-,6.4,76202,3.9,76779,24.9,105313,29.8,79500,41.4,52355,858,79545,231,89345,627,78504,725,90699,105,65750,28,85833,385,50625,181,32750,121,54107
53015000702,"Census Tract 7.02, Cowlitz County, Washington",1096,60238,59583,-,-,103625,-,0,-,0.5,-,2,-,28.2,53750,29.3,99583,40.5,48621,754,68214,319,43438,435,88218,488,87578,167,34087,99,54728,342,40326,163,29417,127,42266
53015000703,"Census Tract 7.03, Cowlitz County, Washington",731,41953,42500,-,108224,-,-,0,-,9.2,90990,4.9,47031,15.5,91094,36.1,61500,43.5,28542,352,60750,120,85833,232,54667,224,95833,128,31774,0,-,379,28507,203,23125,108,29318
53015000705,"Census Tract 7.05, Cowlitz County, Washington",1464,51429,48654,-,-,-,-,0.5,-,10.4,-,13,29752,30.7,-,34.7,69500,21.5,54356,1205,53144,459,-,746,59919,682,68333,422,12347,101,-,259,42198,103,27112,125,50313
53015000706,"Census Tract 7.06, Cowlitz County, Washington",1592,62366,64861,-,-,-,-,0,-,14.1,91453,7.1,-,23.7,68618,37.3,101684,31.9,51736,1145,74432,286,61944,859,74886,880,78357,203,-,62,-,447,49083,189,24659,146,44931
53015000801,"Census Tract 8.01, Cowlitz County, Washington",1153,91518,92990,-,-,-,-,3.6,-,3.6,-,0,-,25.2,100365,42.6,91935,32.2,62730,891,92470,325,82040,566,93485,724,93144,83,89279,84,91905,262,37273,202,36136,23,-
53015000802,"Census Tract 8.02, Cowlitz County, Washington",1427,78438,80842,-,-,-,-,0,-,2,-,0,-,22.8,82518,48,105768,29.2,45313,1101,81967,357,77083,744,87857,904,94107,78,-,119,80344,326,33654,145,18627,140,44028
53015000901,"Census Tract 9.01, Cowlitz County, Washington",1513,72396,72438,-,-,104107,-,0,-,2.4,-,7.8,-,41,105577,30.3,64817,20.9,46286,1056,87390,523,105793,533,65840,807,104408,139,48583,110,86029,457,40694,65,26217,260,49244
53015000902,"Census Tract 9.02, Cowlitz County, Washington",1124,69674,75795,-,-,-,-,0,-,3,-,5.1,20917,36.2,84375,30.6,97222,28.1,58352,904,92063,321,94188,583,90365,694,105093,117,-,93,-,220,20956,69,23859,117,-
53015001000,"Census Tract 10, Cowlitz County, Washington",578,36000,36083,-,-,-,-,10.7,-,18.5,42893,6.2,50000,44.3,43786,38.2,31676,11.2,31319,241,-,70,-,171,-,157,-,79,-,5,-,337,36417,58,8750,242,44786
53015001100,"Census Tract 11, Cowlitz County, Washington",2323,40320,39892,-,-,-,-,0.6,-,15.5,48961,1.1,-,37.3,47790,36.2,-,25.4,32470,1518,45146,609,46221,909,41866,768,49530,492,27315,258,45833,805,23642,240,14167,456,26250
53015001200,"Census Tract 12, Cowlitz County, Washington",1827,66920,68333,-,58393,-,-,0.2,-,9.1,-,0.6,-,27.2,62297,42.4,92260,29.8,52981,1252,77593,445,75573,807,82875,1032,86176,127,56067,93,51033,575,36797,306,36375,163,29297
53015001300,"Census Tract 13, Cowlitz County, Washington",1501,57736,57627,-,-,-,-,2.5,85125,2.9,-,6.5,58125,29.1,54552,45.1,62541,19.3,39500,1012,57656,409,46394,603,64547,741,68047,182,31325,89,45433,489,31328,150,50303,171,-
53015001501,"Census Tract 15.01, Cowlitz County, Washington",1239,53994,53049,-,-,-,-,0,-,4.9,-,0.8,-,30.9,46679,40.9,74263,27.4,49875,796,74295,331,77054,465,73558,697,80650,60,-,39,-,443,46393,114,22917,214,58214
53015001503,"Census Tract 15.03, Cowlitz County, Washington",2070,92704,92500,-,-,-,-,1.1,-,8.8,-,1.3,-,31.3,114528,39.2,102019,28.3,63141,1657,92355,775,78798,882,94796,1246,110556,334,60588,77,109185,413,48036,244,49674,129,-
53015001504,"Census Tract 15.04, Cowlitz County, Washington",1148,55162,56623,-,-,-,-,0.6,-,11.4,36443,1.5,-,40.5,70174,29.4,75929,28.6,-,780,68378,414,51000,366,77071,438,77071,178,36518,164,-,368,-,156,15395,134,-
53015001601,"Census Tract 16.01, Cowlitz County, Washington",1787,91815,76071,-,-,-,-,2.7,-,2.9,11585,1.6,-,16.5,83906,53.3,115972,28.6,51635,1152,110000,300,83036,852,139688,1026,130147,97,41146,29,-,635,28942,255,24740,249,27147
53015001602,"Census Tract 16.02, Cowlitz County, Washington",921,95378,95669,-,-,-,-,0,-,4.8,-,0,-,22.7,73843,52.4,120610,24.9,75515,730,102614,311,153973,419,81477,681,115337,0,-,49,70083,191,-,27,-,117,-
53015001700,"Census Tract 17, Cowlitz County, Washington",2016,79865,78986,-,-,-,-,0,-,0.8,-,0,-,22.4,81645,53.3,83177,24.3,60625,1768,81006,529,80139,1239,82875,1438,84662,122,71071,208,69255,248,-,65,36250,137,-
53015001800,"Census Tract 18, Cowlitz County, Washington",627,58542,54470,-,-,-,-,0.6,-,0,-,0,-,24.9,64167,33.2,77917,41.9,41027,408,75938,132,88214,276,75313,354,80385,25,42083,29,"2,500-",219,28563,89,15662,80,-
53015001900,"Census Tract 19, Cowlitz County, Washington",1960,76481,75556,-,"250,000+",-,-,0,-,3,-,0.9,-,22.7,144000,38.5,75000,38,47985,1411,110036,476,142833,935,83090,1297,112179,72,56000,42,101167,549,21069,240,13696,223,22370
53015002001,"Census Tract 20.01, Cowlitz County, Washington",1336,64167,65848,-,-,-,-,0,-,0,-,0,-,17.8,97011,24.8,100625,57.4,45181,944,68958,242,110556,702,66161,795,69557,89,55699,60,108750,392,29324,257,27673,72,72917
53015002003,"Census Tract 20.03, Cowlitz County, Washington",1754,63262,58576,-,-,-,-,0.2,-,3.2,35962,1.3,-,33.2,39873,36.6,66868,28.8,50294,1185,66157,438,58472,747,75717,921,72531,180,28125,84,49306,569,36394,305,35428,196,35357
53015002004,"Census Tract 20.04, Cowlitz County, Washington",632,83000,94286,-,-,-,-,0,-,6.5,-,0,-,11.9,113274,39.7,-,48.4,60313,594,92857,108,99242,486,-,546,93929,48,-,0,-,38,-,23,-,0,-
53015002100,"Census Tract 21, Cowlitz County, Washington",2223,24369,23979,-,-,-,-,0,-,1.8,-,4.6,23328,38,40974,19.4,21379,37.9,21027,480,62197,217,61477,263,64083,271,76463,100,-,109,-,1743,23096,829,22566,777,-
53015980000,"Census Tract 9800, Cowlitz County, Washington",309,31198,31131,-,-,-,-,2.6,-,6.5,-,4.5,-,23.9,70357,38.8,36000,32.7,25060,66,30833,25,-,41,31458,31,-,17,-,18,-,243,31319,42,26354,138,30208
53017950101,"Census Tract 9501.01, Douglas County, Washington",1168,55656,56148,-,-,-,-,32.7,57857,38.5,45417,5.6,-,21.4,60000,46.7,57768,26.4,39583,776,65088,321,48750,455,70096,580,66859,132,-,64,64000,392,27292,129,19609,177,31542
53017950102,"Census Tract 9501.02, Douglas County, Washington",1170,49815,53182,-,63750,-,-,41.5,46555,51.5,46067,5.1,58125,32.1,50455,39.9,52102,22.8,42917,805,47750,457,45179,348,51731,613,51042,126,26458,66,44500,365,45987,124,28333,172,51818
53017950200,"Census Tract 9502, Douglas County, Washington",1190,59904,62706,-,-,-,-,6.1,-,7.6,102721,1.8,-,21.8,80469,49.7,63819,26.7,46250,835,72625,297,68542,538,73500,680,76250,73,39844,82,104464,355,33750,123,21920,190,34167
53017950300,"Census Tract 9503, Douglas County, Washington",2739,74492,75938,-,-,-,-,15.2,79199,19,77774,2.3,51569,28.9,88764,32.4,80000,36.4,54896,2082,84838,748,87747,1334,84435,1766,95559,165,51004,151,47219,657,40819,175,19325,207,30375
53017950400,"Census Tract 9504, Douglas County, Washington",3054,81667,82281,-,-,-,-,8,70486,8.7,77813,0.6,-,26.7,69972,37.1,145248,35.5,60288,2260,91466,993,117684,1267,85438,1962,113629,198,39500,100,-,794,44654,457,43913,231,44505
53017950500,"Census Tract 9505, Douglas County, Washington",1420,54838,55492,-,-,-,-,12,72218,17.5,68906,8.5,53939,40.1,62639,27,38214,24.4,46250,904,61530,348,60000,556,71400,620,65833,231,-,53,-,516,45167,247,42841,167,44732
53017950600,"Census Tract 9506, Douglas County, Washington",1322,84457,89844,-,-,70192,-,7.7,83553,13.7,79313,0.8,-,34.7,77948,37,115750,27.5,78571,1182,86890,494,75750,688,105833,973,93906,159,63646,50,-,140,56071,60,23214,53,75156
53017950700,"Census Tract 9507, Douglas County, Washington",1457,50218,54792,-,-,-,-,25.5,38938,32.9,45648,7.4,37214,39.2,42964,30.3,58309,23.1,61250,1033,57940,526,39286,507,73173,524,59953,233,36339,276,80556,424,36786,156,19222,130,-
53017950800,"Census Tract 9508, Douglas County, Washington",1915,66226,73787,-,-,-,-,25.1,48895,28.4,49215,3.2,43971,43.2,76696,32.1,54297,21.5,54868,1426,73676,752,57083,674,86429,801,80045,388,42872,237,-,489,42875,218,31731,168,53984
53019940000,"Census Tract 9400, Ferry County, Washington",650,39375,36667,-,40250,-,-,0,-,1.7,-,2.3,20938,22,45536,38.8,43929,36.9,32000,379,57841,133,40156,246,62596,211,79464,118,30357,50,38250,271,24861,116,21667,108,21923
53019970100,"Census Tract 9701, Ferry County, Washington",1264,36959,38929,-,-,-,-,0,-,4.4,225658,0.5,-,15.2,-,41.9,-,42.4,32679,792,80125,182,-,610,80625,650,84444,59,-,83,-,472,21357,201,21645,207,21310
53019970200,"Census Tract 9702, Ferry County, Washington",1261,44283,43878,-,-,-,-,0,-,3.2,-,5.6,"2,500-",14.4,43375,36.3,65125,43.8,44167,763,61382,156,52727,607,64219,603,70352,133,31736,27,-,498,19318,206,18553,201,-
53021020101,"Census Tract 201.01, Franklin County, Washington",539,48201,33443,-,-,-,-,34.7,-,86.3,49602,1.3,-,42.7,-,48.6,50147,7.4,-,505,36069,364,35482,141,48239,323,48504,62,-,120,-,34,-,34,-,0,-
53021020102,"Census Tract 201.02, Franklin County, Washington",1435,55997,57726,-,-,-,-,44.7,56152,78.8,56116,1.5,-,37.2,57411,45.6,48643,15.7,54156,1282,57909,693,55137,589,75536,625,59537,608,26682,49,-,153,-,64,-,47,-
53021020103,"Census Tract 201.03, Franklin County, Washington",834,66264,55185,-,-,-,-,17,65907,80.8,66978,6.6,-,64.3,70709,15.7,66058,13.4,-,732,56182,600,56355,132,-,466,-,266,-,0,-,102,69667,17,-,36,-
53021020201,"Census Tract 202.01, Franklin County, Washington",513,35380,31302,-,42972,-,-,27.3,30000,89.3,31990,2.5,-,57.1,31139,33.9,43333,6.4,27063,388,32321,323,30625,65,44952,216,48500,129,21094,43,-,125,30188,59,24583,66,30750
53021020202,"Census Tract 202.02, Franklin County, Washington",1112,40654,39386,-,52703,-,-,36.2,40135,77.8,40788,2.2,-,31.4,41250,42.6,46638,23.7,25192,702,47069,382,43000,320,59300,428,54932,175,38242,99,-,410,24762,176,14559,141,-
53021020300,"Census Tract 203, Franklin County, Washington",1788,45442,35741,-,25625,-,-,27.1,46546,53.4,46814,6.5,9090,30,45513,36.8,47212,26.7,42438,1224,48382,701,36793,523,63897,647,66928,437,20250,140,-,564,27063,266,25500,274,-
53021020401,"Census Tract 204.01, Franklin County, Washington",365,48733,38750,-,-,-,-,36.4,63277,43.6,62784,4.4,-,27.9,-,57.3,62633,10.4,-,244,62765,90,-,154,-,153,-,66,-,25,-,121,27014,63,26394,0,-
53021020402,"Census Tract 204.02, Franklin County, Washington",490,44000,23818,-,-,-,-,23.7,57321,35.1,55950,0,-,22.9,-,11,53472,66.1,43667,188,56400,121,54236,67,71518,124,70595,64,55595,0,-,302,-,181,22930,121,100399
53021020403,"Census Tract 204.03, Franklin County, Washington",905,56418,71149,-,-,-,-,26.3,-,61.1,70337,0,-,44.9,51587,27.4,80615,27.7,-,810,55144,444,55144,366,53750,491,62689,258,-,61,-,95,-,1,-,52,-
53021020404,"Census Tract 204.04, Franklin County, Washington",1013,24025,22525,-,-,-,-,39,-,70,28578,7.8,-,46.1,41935,28.1,13656,18,15917,590,-,231,-,359,38229,239,-,196,-,155,-,423,18227,204,15625,186,19884
53021020501,"Census Tract 205.01, Franklin County, Washington",1915,95625,95091,-,-,-,-,2,103375,12.4,-,4,29836,29.1,102938,40.3,108462,26.6,75250,1392,103707,494,104875,898,101765,1187,120240,173,62461,32,-,523,49922,281,29219,95,65742
53021020503,"Census Tract 205.03, Franklin County, Washington",1125,91650,89787,-,-,-,-,8.6,147712,16.9,90000,2.8,-,23.6,123750,41.3,123750,32.2,60278,818,125750,387,126104,431,124267,785,126229,28,-,5,-,307,52549,120,54773,168,44741
53021020504,"Census Tract 205.04, Franklin County, Washington",2361,64911,57500,-,-,-,-,22.2,109485,49.8,52713,2.3,36929,50.4,61691,31.6,89038,15.7,33553,1712,80731,760,60686,952,-,1366,81538,210,49858,136,100600,649,38482,101,85099,357,17093
53021020603,"Census Tract 206.03, Franklin County, Washington",1236,64509,81349,-,63333,33385,-,9.1,93250,22,62561,3.8,-,64.4,81250,19.2,63482,12.6,44239,869,75727,570,70938,299,90875,632,92926,195,33307,42,84000,367,45274,90,-,165,40125
53021020605,"Census Tract 206.05, Franklin County, Washington",2648,80500,80250,-,-,-,-,6.7,111959,25.3,69034,1.7,-,45.2,86473,33.2,97661,19.9,68294,2174,89265,1268,85283,906,110163,1963,99155,187,56083,24,-,474,46250,148,39028,313,63789
53021020606,"Census Tract 206.06, Franklin County, Washington",2499,77587,83750,-,-,65260,-,2.4,-,33.8,57044,6.8,46250,51.7,72630,27.7,116940,13.8,65078,1949,81688,1154,80000,795,102644,1467,102720,309,56117,173,-,550,58162,150,27391,229,116953
53021020607,"Census Tract 206.07, Franklin County, Washington",1792,104593,105365,-,-,115703,-,13,104680,26.6,103110,2.3,-,64,102558,29.4,125208,4.4,-,1573,101629,1052,102558,521,100847,1098,110577,212,70833,263,70149,219,71007,152,68906,58,71181
53021020608,"Census Tract 206.08, Franklin County, Washington",1893,78803,90347,-,-,-,-,15.3,-,23.2,73929,0.5,-,40.5,58846,38.6,105682,20.4,55583,1690,80337,833,70896,857,95324,1396,94167,204,53214,90,78511,203,49837,79,-,108,61250
53021020700,"Census Tract 207, Franklin County, Washington",381,78872,86964,-,-,-,-,2.9,-,26.2,77949,0,-,26.5,67734,54.1,80000,19.4,110385,319,78567,145,79327,174,70781,279,79360,33,-,7,-,62,81250,12,-,23,73542
53021020801,"Census Tract 208.01, Franklin County, Washington",978,70208,83714,-,-,-,-,16.3,55820,51.8,53561,10.8,-,27.9,48512,48,84536,13.3,102292,828,69392,375,48931,453,91614,659,81996,52,49524,117,42406,150,-,0,-,134,46731
53021020802,"Census Tract 208.02, Franklin County, Washington",1441,71532,71103,-,-,88163,-,19.1,82546,42.4,57218,2.2,-,33.7,74625,45.3,74343,18.7,51875,1188,73903,652,82530,536,73462,984,76563,181,-,23,-,253,24175,71,24050,129,23170
53021980100,"Census Tract 9801, Franklin County, Washington",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
53023970300,"Census Tract 9703, Garfield County, Washington",986,56923,58875,-,-,-,-,0,-,0.5,-,3.1,-,24.6,66691,33.5,72632,38.7,41563,677,68355,237,75875,440,63333,632,72609,23,-,22,-,309,32813,92,25625,192,45833
53025010100,"Census Tract 101, Grant County, Washington",1669,50781,51250,-,-,-,-,0.7,-,3.6,-,2,65625,22.8,44559,34.9,56875,40.4,46848,1066,63269,359,48869,707,67461,765,69669,207,31932,94,37500,603,22375,211,17951,281,30703
53025010200,"Census Tract 102, Grant County, Washington",1076,63833,64833,-,-,-,-,7,84152,9.1,-,0,-,26.5,84241,41.1,63750,32.4,57386,822,84917,350,88333,472,80000,752,89297,55,33365,15,"2,500-",254,22727,138,-,106,-
53025010300,"Census Tract 103, Grant County, Washington",1760,47862,46589,-,-,-,-,5.2,48750,10,62564,0.9,-,29.8,57159,25.9,67188,43.5,38190,1081,60043,398,61932,683,57574,901,67824,119,25324,61,-,679,30859,235,23508,360,32344
53025010401,"Census Tract 104.01, Grant County, Washington",1116,79130,73150,-,-,-,-,1.3,-,2.5,-,0,-,26.4,79076,40.3,82692,33.2,55813,831,84896,337,-,494,90711,598,91763,186,-,47,-,285,17367,166,15918,96,22692
53025010402,"Census Tract 104.02, Grant County, Washington",1876,70179,71800,-,-,-,-,5.3,-,19.2,45560,5,-,36,88089,34,65893,25,41862,1297,72278,636,81176,661,69554,831,86721,198,31774,268,51667,579,60404,186,60490,290,50854
53025010500,"Census Tract 105, Grant County, Washington",906,71583,68438,-,-,-,-,23.1,120110,40.9,64653,2.6,-,28.5,78929,41.7,93636,27.2,53625,725,82782,299,83359,426,82339,663,82944,12,-,50,59000,181,27981,92,29500,81,25875
53025010600,"Census Tract 106, Grant County, Washington",2069,58083,73275,-,-,-,-,47.8,48085,67.2,51115,5.1,22500,47.9,53910,32.1,57852,14.8,80457,1779,58789,1227,51750,552,84565,1196,77099,517,20443,66,-,290,-,151,73750,83,-
53025010700,"Census Tract 107, Grant County, Washington",1024,51724,54345,-,-,-,-,19.8,50156,28.9,42727,2.5,88194,25.1,70583,40,55000,32.3,39938,824,60250,285,50156,539,62813,617,74276,99,31607,108,41071,200,46151,38,23667,125,46228
53025010800,"Census Tract 108, Grant County, Washington",1601,41322,40547,-,58462,-,-,13.2,-,26.9,-,10.5,-,31.4,62955,25.7,33036,32.4,39821,876,48494,540,30441,336,105179,419,100810,342,21139,115,-,725,32232,339,25687,162,-
53025010901,"Census Tract 109.01, Grant County, Washington",580,73603,80875,-,-,-,-,7.2,-,13.8,39457,8.3,9167,15,-,44.8,85435,31.9,74896,441,86310,158,87917,283,85483,384,87460,15,-,42,-,139,17750,79,14102,44,23500
53025010903,"Census Tract 109.03, Grant County, Washington",1649,50186,65244,-,-,-,-,35.9,43668,48.3,41860,17.8,41165,32.6,64609,29.8,50910,19.8,58729,979,51186,370,44024,609,57292,656,51667,237,28866,86,-,670,41768,128,-,198,-
53025010904,"Census Tract 109.04, Grant County, Washington",1934,62279,68419,-,-,-,-,16.7,-,25.7,36053,0.7,-,44,72444,33,68462,22.4,26442,1332,72194,550,68125,782,78944,1129,77523,184,37171,19,-,602,35083,355,-,153,35542
53025011001,"Census Tract 110.01, Grant County, Washington",2251,62482,60882,-,-,-,-,4.7,-,20,93947,7.2,39712,20.4,80268,43.8,79798,28.7,38199,1436,78712,580,66619,856,93542,881,116575,555,48816,0,-,815,38290,345,23693,441,46213
53025011002,"Census Tract 110.02, Grant County, Washington",2317,73890,76827,-,-,"250,000+",-,6,58021,13.3,68650,2.8,-,29.2,87212,40.5,98566,27.4,-,1533,75865,653,65302,880,83182,923,83201,290,-,320,-,784,61163,468,-,186,80339
53025011101,"Census Tract 111.01, Grant County, Washington",1369,88299,89063,-,-,-,-,1.3,-,12.2,70938,2.6,-,35.4,81132,43.6,98173,18.4,41490,1065,92961,525,93229,540,88816,779,94509,158,-,128,128354,304,53828,104,51765,133,-
53025011102,"Census Tract 111.02, Grant County, Washington",1196,30457,32134,-,-,-,-,3.6,-,19.1,-,13,62159,38.5,23255,26.6,80341,21.9,18145,695,44227,378,30682,317,64964,381,62679,257,-,57,-,501,12020,218,11379,207,11541
53025011200,"Census Tract 112, Grant County, Washington",2012,79615,84885,-,-,-,-,9.1,37705,23.7,38927,0.4,-,26.3,86193,41.7,91970,31.6,38036,1635,84865,626,84886,1009,84821,1462,90047,64,47614,109,-,377,26010,191,23306,103,24886
53025011300,"Census Tract 113, Grant County, Washington",1192,42500,47697,-,-,-,-,36.7,37798,56,43141,0,-,26.6,50107,44.4,41103,29,39848,889,50994,400,51136,489,49671,589,68924,227,40089,73,41985,303,20871,52,-,187,17238
53025011401,"Census Tract 114.01, Grant County, Washington",647,57578,52222,-,-,-,-,32.9,70329,37.6,69141,1.9,-,53.8,67708,22.9,40750,21.5,54632,598,56591,323,-,275,57891,522,66250,20,-,56,31842,49,45250,18,-,29,42375
53025011403,"Census Tract 114.03, Grant County, Washington",1622,49388,50208,-,-,-,-,66.6,49375,95.8,48484,7.3,26521,57.6,50681,32.3,60000,2.8,10083,1459,49250,968,36170,491,82554,786,63194,483,26998,190,45313,163,-,11,-,89,5057
53025011404,"Census Tract 114.04, Grant County, Washington",180,-,-,-,-,-,-,17.8,-,55,-,7.8,-,47.2,-,45,-,0,-,180,-,99,-,81,-,148,-,0,-,32,-,0,-,0,-,0,-
53025011405,"Census Tract 114.05, Grant County, Washington",772,51000,68450,-,-,-,-,61.3,45888,81.3,46513,0,-,53.5,50205,39.9,64559,6.6,25804,701,40444,510,35676,191,117750,489,56065,144,15000,68,31977,71,26343,32,-,13,-
53025011406,"Census Tract 114.06, Grant County, Washington",1090,86161,90674,-,-,-,-,42,85781,51.7,86440,0,-,44.1,86038,39.7,92317,16.1,27600,873,90267,505,61730,368,91494,688,91994,54,-,131,-,217,-,135,-,43,-
53027000201,"Census Tract 2.01, Grays Harbor County, Washington",3255,47003,47310,-,25078,-,-,2.8,49773,3.5,48523,1.1,-,12.1,56048,39.9,48073,46.8,46780,2021,55130,362,65046,1659,54347,1702,62589,192,47317,127,45439,1234,27753,430,21290,479,27855
53027000202,"Census Tract 2.02, Grays Harbor County, Washington",834,49636,63903,-,-,-,-,0,-,2.9,-,0,-,16.5,-,62.6,73289,20.9,41786,422,72704,149,-,273,73597,202,68750,76,69565,144,-,412,24104,124,17313,277,-
53027000300,"Census Tract 3, Grays Harbor County, Washington",1299,57708,58000,-,28864,189375,-,0,-,3.8,-,3.1,21196,18.1,66023,35.5,62699,43.3,51125,894,64833,222,60833,672,65167,637,64917,141,66042,116,58889,405,26439,94,32500,230,25068
