GEO_ID,Geographic_Area_Name,Households,Median_Income_Household,Median_Income_White,Median_Income_Black,Median_Income_AIAN,Median_Income_Asian,Median_Income_NHPI,Percent_Other_Race,Median_Income_Other_Race,Percent_Hispanic_or_Latino,Median_Income_Hispanic_or_Latino,Percent_15_to_24,Median_Income_15_to_24,Percent_25_to_44,Median_Income_25_to_44,Percent_45_to_64,Median_Income_45_to_64,Percent_65_and_over,Median_Income_65_and_Over,Families,Median_Income_Family,Percent_Family_With_Children,Median_Income_Family_with_Children,Percent_Family_no_Children,Median_Income_Family_no_Children,Percent_Married_Couple_Family,Median_Income_Married_Couple_Family,Percent_Female_Householder_no_Spouse,Median_Income_Female_Householder_no_Spouse,Percent_Male_Householder_no_Spouse,Median_Income_Male_Householder_no_Spouse,Nonfamily_Households,Median_Income_Nonfamily_Households,Percent_Nonfamily_Lone_Female,Median_Income_Nonfamily_Lone_Female,Percent_Nonfamily_Lone_Male,Median_Income_Nonfamily_Lone_Male
53001950100,"Census Tract 9501, Adams County, Washington",1099,52589,53170,-,-,-,-,1.5,-,4.8,75313,1.5,-,24.7,71406,42.6,54189,31.3,45577,620,70244,234,71481,386,66667,472,73250,86,30833,62,47955,479,27684,144,20441,252,28889
53001950200,"Census Tract 9502, Adams County, Washington",612,59886,57557,-,35179,-,-,7.7,-,12.7,75655,1.8,-,29.2,75203,46.2,61719,22.7,46806,427,64046,184,63333,243,64375,354,70000,20,43846,53,31442,185,22679,60,-,84,-
53001950301,"Census Tract 9503.01, Adams County, Washington",501,39928,54886,-,-,-,-,45.3,38935,56.3,39183,5,-,26.3,46056,33.3,-,35.3,55085,399,40425,175,40225,224,53409,301,53523,26,-,72,-,102,-,33,-,45,-
53001950302,"Census Tract 9503.02, Adams County, Washington",621,58884,94286,-,-,-,-,48.8,59126,89.5,58172,1.9,-,39,60000,38,58898,21.1,-,534,60294,350,59570,184,113295,433,64875,89,-,12,-,87,21611,18,-,17,-
53001950303,"Census Tract 9503.03, Adams County, Washington",632,50915,52439,-,-,-,-,30.5,-,62.7,50762,0,-,28,24090,53,74931,19,27917,567,51905,332,51402,235,-,383,86339,153,-,31,-,65,28458,35,24583,30,-
53001950400,"Census Tract 9504, Adams County, Washington",876,63750,61964,-,-,-,-,34.2,-,65.8,46250,0,-,52.9,52434,29.2,73292,17.9,43750,690,63558,407,36308,283,71776,406,74292,214,25705,70,-,186,38243,87,-,68,38700
53001950500,"Census Tract 9505, Adams County, Washington",1694,48542,51052,-,-,-,-,27.9,42284,72.7,41655,13.1,48976,44.3,40643,28.7,70060,13.9,46161,1364,47361,843,37574,521,62470,811,67361,409,28984,144,40938,330,-,100,-,179,38523
53003960100,"Census Tract 9601, Asotin County, Washington",1782,73942,70833,-,-,-,-,0,-,1.1,-,1.5,-,17.7,96771,34.5,99063,46.4,57407,1284,86042,401,129917,883,77125,1109,99766,139,34837,36,-,498,41389,212,19871,246,59000
53003960200,"Census Tract 9602, Asotin County, Washington",2014,72988,74177,-,-,-,-,0,-,0,-,2.2,59205,17.5,74238,40.7,114716,39.5,47656,1419,94665,337,94148,1082,95500,1245,100179,153,47240,21,-,595,49683,252,23278,184,53646
53003960300,"Census Tract 9603, Asotin County, Washington",1364,38077,38764,-,-,-,-,1.5,-,7.5,29375,7.3,27539,34.8,53721,37.4,35313,20.6,35886,650,55369,327,54271,323,61055,392,57400,203,45417,55,26467,714,27614,209,20208,238,26731
53003960400,"Census Tract 9604, Asotin County, Washington",994,38777,38949,-,-,-,-,0.6,-,5,-,4,41176,26.2,31667,27.3,39792,42.6,38963,620,43077,201,36917,419,44306,417,50707,156,24167,47,-,374,30750,174,18750,85,-
53003960500,"Census Tract 9605, Asotin County, Washington",1526,42639,44444,-,-,-,-,0,-,1,-,13.4,40729,25.3,64643,34.3,39788,27,34333,666,51714,342,46951,324,62500,476,81563,117,40288,73,48750,860,35584,330,21053,251,37688
53003960600,"Census Tract 9606, Asotin County, Washington",1606,53947,55682,-,-,-,-,0.7,-,0,-,0,-,24.6,46625,41.4,65329,34,44730,1062,62174,447,49469,615,65724,883,70043,78,-,101,-,544,42574,296,26923,132,58167
53005010100,"Census Tract 101, Benton County, Washington",1932,104500,110750,-,-,82188,-,0,-,1.6,-,0,-,24.2,98500,41,125048,34.7,100694,1367,116182,495,116492,872,115952,1156,125938,172,63150,39,-,565,69236,226,40000,248,86838
53005010201,"Census Tract 102.01, Benton County, Washington",2134,94250,91417,-,-,160333,-,2.9,-,3,-,2.2,-,30.9,91958,40,118583,26.9,71811,1363,114640,623,109917,740,117949,1102,117817,179,29880,82,-,771,66308,310,65326,364,82941
53005010203,"Census Tract 102.03, Benton County, Washington",1658,59427,55889,-,-,103472,-,5.6,113715,14.7,60000,3.9,45500,50.1,58315,28.5,70972,17.5,57917,992,59833,449,47958,543,73942,665,72596,252,-,75,-,666,58750,242,43365,289,60994
53005010204,"Census Tract 102.04, Benton County, Washington",1214,27935,26741,-,-,-,-,6.6,16410,17.5,16094,6,19511,47.5,34536,25.1,-,21.3,21080,485,60313,253,17230,232,81020,274,69438,150,16731,61,-,729,26274,347,16403,361,37610
53005010300,"Census Tract 103, Benton County, Washington",2168,72500,75106,-,-,-,-,1.7,-,12.6,56475,4.1,57157,36.8,78425,38.2,95625,21,50250,1394,77615,593,77669,801,77545,816,71793,382,77083,196,95526,774,56324,318,40976,192,51563
53005010400,"Census Tract 104, Benton County, Washington",1471,67074,65085,-,-,-,-,4.5,-,12.3,96719,10.6,77778,35.4,69514,28.7,75341,25.4,36155,787,66211,342,49615,445,68625,398,77500,215,47688,174,22450,684,51400,247,36181,275,36250
53005010500,"Census Tract 105, Benton County, Washington",967,61801,68125,-,-,-,-,8.6,58125,20.6,43493,8.1,33704,44.4,61328,33.5,78443,14.1,62917,621,75486,453,72455,168,107813,411,87880,152,34907,58,-,346,48846,138,51786,152,47885
53005010600,"Census Tract 106, Benton County, Washington",1832,56544,56710,-,-,-,-,1.4,-,10,-,8.5,40388,41,57585,30.6,72772,19.9,51477,1202,58824,537,58191,665,66202,680,75694,319,48892,203,51496,630,47283,125,53177,304,39128
53005010701,"Census Tract 107.01, Benton County, Washington",791,70750,75341,-,53636,-,-,3,-,13,59345,3,32143,30.3,66944,41.3,99511,25.3,51833,547,81157,181,65966,366,94318,429,82269,95,62125,23,75781,244,51136,53,52292,130,47778
53005010703,"Census Tract 107.03, Benton County, Washington",1140,67500,79306,-,-,-,-,5.8,57857,17.9,49375,2.4,-,30.2,51961,40.2,89659,27.3,37574,723,80096,303,56250,420,86290,545,91375,125,35125,53,-,417,44028,128,27214,164,46944
53005010705,"Census Tract 107.05, Benton County, Washington",1728,115660,116297,-,-,-,-,0.2,-,1.3,-,2.8,-,34,104609,42.2,142059,21,71719,1406,118900,754,117170,652,120714,1228,122174,93,85764,85,-,322,64737,96,49318,153,80313
53005010707,"Census Tract 107.07, Benton County, Washington",1003,111108,112273,-,-,-,-,1,-,4.6,108611,1.7,-,42.5,108889,44.4,124063,11.5,68068,838,112750,560,115556,278,111125,792,116000,41,77813,5,-,165,87443,61,59141,40,127692
53005010708,"Census Tract 107.08, Benton County, Washington",1223,107670,102500,-,-,-,-,0.9,-,5.2,-,0,-,40.7,112083,37.7,137875,21.6,75536,976,129861,525,127159,451,130089,790,131500,157,125568,29,165865,247,33194,92,19125,123,-
53005010807,"Census Tract 108.07, Benton County, Washington",560,106607,106339,-,-,-,-,1.8,-,6.4,-,3.6,-,40.9,106563,36.3,110250,19.3,106250,443,112250,244,106736,199,113494,381,114455,18,-,44,-,117,59563,14,56000,44,75000
53005010809,"Census Tract 108.09, Benton County, Washington",2619,75688,76482,-,-,-,-,1.1,-,14.2,47976,5.8,-,36.4,75167,31.6,76229,26.1,80381,1803,82245,846,75811,957,99417,1399,98480,280,48036,124,-,816,51354,349,49353,315,44358
53005010810,"Census Tract 108.10, Benton County, Washington",1896,96458,94323,-,-,-,-,0,-,5.7,81696,1.4,-,30.9,83606,40,126429,27.7,68333,1342,111351,479,108053,863,125089,1128,115833,107,90234,107,-,554,67905,190,52424,194,73400
53005010811,"Census Tract 108.11, Benton County, Washington",1583,166446,165179,-,-,246917,-,0,-,3.2,151188,0,-,29.8,212361,40.9,175221,29.2,97969,1394,165735,602,215500,792,123000,1330,167304,64,97929,0,-,189,91339,80,50556,29,175865
53005010814,"Census Tract 108.14, Benton County, Washington",1461,148194,147292,-,-,163750,-,2.9,-,7.7,128023,0,-,35,146250,50,176105,14.9,89063,1380,161154,834,145139,546,175313,1312,165000,20,-,48,-,81,81250,26,"2,500-",28,93889
53005010815,"Census Tract 108.15, Benton County, Washington",2949,90078,91578,-,-,-,-,2.7,-,7.4,58940,3.4,-,32,115729,33.3,116138,31.3,54516,2254,104375,991,126940,1263,100379,1901,118042,303,42027,50,-,695,51620,445,45933,204,116082
53005010816,"Census Tract 108.16, Benton County, Washington",2083,82321,82321,-,-,-,-,0,-,0.2,-,0,-,20.5,100000,38.9,117734,40.7,24625,1242,116667,584,102500,658,118056,1059,118976,145,52177,38,-,841,24125,648,19805,103,82019
53005010817,"Census Tract 108.17, Benton County, Washington",2215,117813,111734,-,-,120000,-,0,-,7.5,175708,0.9,-,31.5,160299,39.2,129932,28.4,61222,1645,141133,810,160224,835,107446,1459,150462,170,-,16,-,570,-,228,57679,258,-
53005010818,"Census Tract 108.18, Benton County, Washington",1179,109485,115833,-,-,-,-,1.9,-,5.4,46905,2.4,-,28.5,124318,41.4,132067,27.7,38304,817,130726,458,131199,359,117396,612,130167,45,-,160,-,362,50616,211,-,121,80852
53005010819,"Census Tract 108.19, Benton County, Washington",1161,130197,135112,-,-,-,-,2.7,-,2.7,-,4.7,-,20.2,135243,40.9,143417,34.1,115556,951,137543,255,124583,696,145781,909,139353,42,-,0,-,210,31951,169,45757,41,-
53005010820,"Census Tract 108.20, Benton County, Washington",1890,62269,62010,-,-,73819,-,0,-,2.8,-,8.9,-,35,62203,29.8,83162,26.3,51786,777,95653,345,95085,432,102910,617,90288,112,-,48,-,1113,59988,706,54927,193,73326
53005010901,"Census Tract 109.01, Benton County, Washington",2413,58888,59057,23167,-,-,-,5.2,-,28.4,58846,8.7,-,39.4,42159,24.8,80927,27.1,53304,1106,64286,689,50625,417,77043,708,86750,260,-,138,45640,1307,39304,616,23870,343,-
53005010902,"Census Tract 109.02, Benton County, Washington",2102,55381,62646,-,-,-,-,17.8,44547,27.6,43931,5.1,63882,38.4,53309,42.8,67065,13.7,38300,1420,54280,733,43125,687,81528,686,61944,574,-,160,50278,682,31907,290,32024,242,44444
53005011001,"Census Tract 110.01, Benton County, Washington",2171,55609,57217,21775,-,-,-,12.4,-,29.4,33542,6.6,60762,38.7,53257,30.3,52917,24.4,71364,1437,57347,784,55029,653,80536,1119,65547,232,-,86,31536,734,-,209,-,393,28769
53005011002,"Census Tract 110.02, Benton County, Washington",1985,45667,44010,-,-,-,-,9,52917,27.9,47042,7.4,31620,47.8,47374,25.1,44952,19.7,44420,1132,54146,506,44783,626,58864,623,71202,323,30855,186,58523,853,35306,265,33906,424,33333
53005011100,"Census Tract 111, Benton County, Washington",2888,64106,63242,-,-,-,-,10.2,82664,21.4,63556,7,77852,25.1,64607,38.5,83941,29.4,44417,2192,72120,851,67446,1341,72147,1745,78646,256,63074,191,58972,696,46786,369,30720,256,62576
53005011201,"Census Tract 112.01, Benton County, Washington",1470,39127,37179,46012,-,50806,-,17.3,-,40.8,24030,15.4,-,51,36458,20.6,68558,13,59453,1032,45298,415,35039,617,61635,645,63494,342,36719,45,-,438,24514,141,-,97,23090
53005011202,"Census Tract 112.02, Benton County, Washington",1327,27083,31281,-,-,-,-,0.5,-,19.5,42364,4.4,-,49.9,40030,16.3,-,29.4,17639,773,37093,444,43007,329,36190,260,50721,427,31003,86,-,554,16519,360,11071,172,22983
53005011300,"Census Tract 113, Benton County, Washington",1702,45769,49170,-,-,-,-,15.8,39886,38.4,34889,4.1,-,43.1,54375,37.9,31455,15,37240,1034,51389,461,41063,573,61955,546,70556,258,28750,230,39773,668,29227,234,17917,245,30078
53005011401,"Census Tract 114.01, Benton County, Washington",1318,46786,47550,-,-,-,-,12.1,65891,33.3,47545,6.4,-,31.3,39688,37,-,25.2,51136,882,52273,330,39712,552,56667,505,62721,261,-,116,24250,436,27412,161,35355,174,29444
53005011402,"Census Tract 114.02, Benton County, Washington",1829,86694,86507,-,-,-,-,1.6,41786,12.1,72361,1.5,-,30.7,93571,42.7,97656,25,59847,1474,90338,508,93036,966,87209,1193,92450,183,74375,98,79118,355,44438,111,34485,157,33875
53005011501,"Census Tract 115.01, Benton County, Washington",2264,69093,74333,-,-,-,-,10.1,21767,14.6,38512,0.8,-,18.3,69177,49.4,74424,31.4,59375,1793,67816,564,38730,1229,77824,1280,74671,392,37937,121,-,471,31506,224,26667,143,21932
53005011504,"Census Tract 115.04, Benton County, Washington",926,80849,83482,-,-,-,-,9,-,19.4,63889,0,-,25.2,91483,48.4,83000,26.5,63438,748,77039,261,113203,487,69531,628,83750,94,-,26,-,178,81143,19,18750,128,81500
53005011505,"Census Tract 115.05, Benton County, Washington",1658,68889,76563,-,-,-,-,4.2,49271,14.7,-,0,-,25.3,65446,38.8,119423,35.9,57176,1101,100109,476,102203,625,86250,937,100797,95,-,69,118458,557,50120,277,51466,129,32868
53005011506,"Census Tract 115.06, Benton County, Washington",2413,99531,99344,-,-,111111,-,3.2,-,4.5,-,0.8,-,37.4,99219,41.5,115884,20.3,73672,1944,117382,860,100469,1084,138900,1752,126971,115,57181,77,-,469,50987,256,51140,145,73516
53005011600,"Census Tract 116, Benton County, Washington",360,66607,67143,-,-,-,-,28.6,72313,42.5,71563,12.2,105833,8.3,64375,46.1,78625,33.3,60000,248,77614,88,79000,160,71125,158,96250,63,71188,27,84063,112,-,52,13516,43,-
53005011701,"Census Tract 117.01, Benton County, Washington",979,59414,52941,-,-,-,-,15.2,76875,40.8,-,9,-,28.6,62930,38.1,76875,24.3,65000,792,53088,494,-,298,105263,431,75551,217,-,144,96983,187,45903,119,43401,52,121528
53005011702,"Census Tract 117.02, Benton County, Washington",2049,56322,53021,-,-,-,-,10.4,-,38.5,37347,3.7,-,38.9,63977,23.5,71368,33.9,30791,1378,62857,743,56134,635,72880,1107,70440,271,56035,0,-,671,20772,434,19844,187,-
53005011801,"Census Tract 118.01, Benton County, Washington",1178,61706,59897,-,-,-,-,18.8,-,30.1,-,0,-,31.6,87716,39.3,61808,29.1,56989,1025,86615,462,89784,563,58750,771,87344,178,90646,76,-,153,51381,112,51366,41,52614
53005011802,"Census Tract 118.02, Benton County, Washington",1063,58818,47410,-,-,-,-,29.6,60763,49.8,60763,0,-,34.9,71950,42.2,57736,22.9,37036,823,61458,322,45808,501,80595,664,76875,159,31903,0,-,240,35400,101,18229,89,42730
53005011900,"Census Tract 119, Benton County, Washington",2121,58853,57793,-,140625,-,-,11.1,70417,31.4,51742,1.9,50521,37.9,57696,28.8,71964,31.4,53036,1414,74375,547,59861,867,76448,1159,81220,152,-,103,48125,707,36310,275,28438,322,42917
53005012000,"Census Tract 120, Benton County, Washington",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
53007960100,"Census Tract 9601, Chelan County, Washington",899,49844,49688,-,-,103393,-,3.1,91250,12.3,68438,2,-,24.9,70000,35.5,66750,37.6,35000,535,70417,166,76818,369,66648,424,80294,75,31354,36,-,364,24659,153,22639,138,23676
53007960201,"Census Tract 9602.01, Chelan County, Washington",1943,65813,67000,-,-,-,-,1.1,-,3,-,0.4,-,26.8,86250,38.4,87722,34.5,37429,1271,88859,486,88190,785,95481,1107,96641,140,43333,24,-,672,26563,336,-,225,35114
53007960202,"Census Tract 9602.02, Chelan County, Washington",849,58828,59922,-,-,-,-,0,-,0,-,0,-,15.3,57258,30.2,104286,54.5,41639,572,78750,140,99286,432,62361,539,83813,0,-,33,-,277,48495,40,-,166,-
53007960203,"Census Tract 9602.03, Chelan County, Washington",408,58500,58333,-,-,-,-,0,-,3.2,-,0,-,0,-,45.8,-,54.2,57083,326,65778,76,-,250,59000,304,65667,0,-,22,-,82,32941,16,-,61,34044
53007960301,"Census Tract 9603.01, Chelan County, Washington",736,63750,65823,-,-,-,-,3.9,-,25,59914,9,-,17.8,-,37.9,70959,35.3,-,485,66311,189,55268,296,70000,397,66738,29,-,59,-,251,-,111,54297,107,-
53007960302,"Census Tract 9603.02, Chelan County, Washington",813,59397,65789,-,-,-,-,22,53393,39.9,52857,0,-,53,55156,30,98500,17,60038,569,59754,363,56906,206,69537,492,68287,62,-,15,-,244,54740,72,-,143,53685
53007960303,"Census Tract 9603.03, Chelan County, Washington",697,50920,50625,-,-,-,-,0,-,0,-,7.6,-,16.8,-,41.9,-,33.7,36161,433,105731,70,106132,363,-,396,106604,37,-,0,-,264,13595,97,14051,151,12721
53007960400,"Census Tract 9604, Chelan County, Washington",1380,51719,51781,-,-,-,-,28.4,49063,42,51667,13,-,22.7,62159,37.2,53657,27,39844,911,55801,442,51250,469,62708,636,57115,176,53241,99,87083,469,34153,111,29417,183,16612
53007960501,"Census Tract 9605.01, Chelan County, Washington",854,69545,66985,-,-,-,-,2.9,-,6.1,-,8.5,-,25.3,86800,31.6,120405,34.5,54485,651,67614,221,42017,430,115769,433,81450,171,-,47,-,203,-,18,-,122,21029
53007960502,"Census Tract 9605.02, Chelan County, Washington",2048,90273,90170,-,-,-,-,12.3,-,14.2,-,2.1,-,20.7,114917,55.2,93966,22,59350,1673,73359,540,93534,1133,71865,1104,93534,415,-,154,160667,375,-,85,43144,287,76544
53007960600,"Census Tract 9606, Chelan County, Washington",1341,52440,54167,-,-,-,-,6.7,47308,16.9,49643,1.3,-,25.7,67750,39.3,46250,33.8,40469,871,65368,337,60750,534,68000,645,74125,174,52569,52,73375,470,25000,279,17386,116,45093
53007960700,"Census Tract 9607, Chelan County, Washington",1506,100444,100988,-,-,-,-,4.4,-,7.7,51019,5.4,-,25,65208,33.1,119250,36.5,71083,1169,102266,364,80385,805,108419,1020,111413,113,-,36,-,337,64449,140,-,144,63500
53007960801,"Census Tract 9608.01, Chelan County, Washington",1146,72036,71585,-,-,-,-,1.4,-,3,-,1.4,-,12.4,173929,47.5,102692,38.7,53036,957,78594,286,146875,671,71938,771,93958,113,34391,73,75417,189,33464,121,32679,62,-
53007960803,"Census Tract 9608.03, Chelan County, Washington",1741,42298,40013,-,-,-,-,4.1,64766,17.1,39351,2.8,-,52.4,60288,21.7,45570,23.1,24942,821,60647,518,61842,303,-,494,69205,109,35531,218,45625,920,36449,315,25959,423,36902
53007960804,"Census Tract 9608.04, Chelan County, Washington",1545,58724,60606,-,-,-,-,10.9,-,16.1,48058,3.6,-,39.8,51329,24.4,125201,32.2,48438,977,62047,430,49420,547,71490,729,82375,146,28333,102,42318,568,48846,279,26033,170,63304
53007961001,"Census Tract 9610.01, Chelan County, Washington",1230,58511,58621,-,-,-,-,11.3,-,24.8,44276,10.4,-,21,47065,49.7,59871,18.9,57875,507,59007,197,-,310,-,232,59159,241,44408,34,-,723,47091,238,23459,261,66083
53007961002,"Census Tract 9610.02, Chelan County, Washington",1567,35755,34816,-,-,-,-,5.4,-,20.7,36213,7.8,30753,47.7,38716,29.1,60962,15.3,21780,577,44447,442,35909,135,88250,324,81719,160,-,93,21587,990,31731,534,32574,338,23553
53007961101,"Census Tract 9611.01, Chelan County, Washington",1459,43227,39382,-,-,-,-,38.9,44128,49.6,43401,7.3,-,38.8,61833,34.6,41417,19.3,25202,1031,48977,532,54328,499,41205,711,54459,159,-,161,-,428,33824,164,24073,215,34596
53007961102,"Census Tract 9611.02, Chelan County, Washington",1904,63750,55694,-,-,-,-,18.8,54548,48,68625,1.1,-,48.3,59698,34,70094,16.6,44038,1555,73713,1010,71042,545,80583,1061,75214,293,49882,201,98401,349,37448,172,29028,124,-
53007961200,"Census Tract 9612, Chelan County, Washington",1555,83948,100161,-,-,-,-,10,82782,15.8,84395,1.1,-,23.2,108983,45.1,88059,30.6,49167,1304,89934,485,109215,819,78594,1208,102262,64,-,32,-,251,40739,94,26768,103,40729
53007961301,"Census Tract 9613.01, Chelan County, Washington",547,71484,71875,-,-,-,-,4.8,-,8.8,54135,0,-,19.7,76176,36,143472,44.2,63571,367,88250,110,112500,257,84688,339,91806,12,56500,16,-,180,-,144,-,28,-
53007961303,"Census Tract 9613.03, Chelan County, Washington",1696,66480,61806,-,-,-,-,3.7,-,9.1,26766,0.6,-,24.2,56250,42.2,90534,33,52542,1133,91400,452,-,681,91699,936,92359,98,65167,99,46424,563,34432,418,35327,129,33750
53007961304,"Census Tract 9613.04, Chelan County, Washington",1519,73906,73348,-,-,-,-,12.2,75491,13.6,75804,4.9,-,30.4,76280,21.4,85380,43.3,53239,971,77485,490,75923,481,104271,714,103750,181,50430,76,-,548,41146,379,-,84,30893
53009000300,"Census Tract 3, Clallam County, Washington",1915,32489,41317,30194,9313,-,-,1.4,-,7.6,28816,3.2,-,46.1,31633,34.8,42065,16,28141,1153,54210,541,31862,612,66250,652,82792,405,26746,96,-,762,22353,369,19685,297,26920
53009000600,"Census Tract 6, Clallam County, Washington",1667,59453,60227,-,51458,-,-,0,-,0.9,"2,500-",0,-,17.4,85357,48.5,57946,34.1,53214,1033,81386,243,81836,790,80761,807,87169,133,51875,93,28194,634,29235,176,31923,331,28610
53009000700,"Census Tract 7, Clallam County, Washington",1481,60839,61645,-,20893,-,-,0,-,4.5,-,0.6,-,38.6,80385,33.9,59271,26.9,51250,1052,59527,532,42227,520,71875,574,92083,380,36061,98,66944,429,-,203,24028,151,48162
53009000800,"Census Tract 8, Clallam County, Washington",1679,55383,56750,-,-,-,-,0,-,2.1,-,4,43009,29.5,56953,37.5,61006,29.1,40000,935,64125,410,55677,525,66270,676,72972,191,32426,68,34881,744,36500,266,25909,325,26208
53009000900,"Census Tract 9, Clallam County, Washington",1403,38250,42554,-,-,-,-,1.7,-,7.3,38785,6.9,46042,25.5,45375,38.8,-,28.8,31600,649,60625,279,58906,370,63289,471,66806,120,39716,58,-,754,21473,403,20022,305,30308
53009001000,"Census Tract 10, Clallam County, Washington",1179,44028,39338,-,-,-,-,4.4,-,5.9,60583,5.4,-,21.8,58651,39.6,48839,33.2,22375,582,58622,233,59107,349,55917,350,62000,185,31302,47,63750,597,21056,254,20000,245,13934
53009001100,"Census Tract 11, Clallam County, Washington",1677,51835,52895,-,-,-,-,0,-,4.3,-,2.9,44405,27.3,61094,25,80455,44.8,33578,900,74833,391,50938,509,83281,592,96618,228,27581,80,-,777,26293,383,18304,271,26839
53009001200,"Census Tract 12, Clallam County, Washington",1859,52533,52566,-,-,75786,-,1.5,-,4.5,33267,4.2,26635,30.2,75893,29.3,51538,36.4,46111,975,85260,263,98914,712,83173,832,92200,107,-,36,-,884,31541,428,35278,300,17500
53009001300,"Census Tract 13, Clallam County, Washington",1376,49934,51283,-,-,-,-,0.7,-,1.6,-,0.5,-,25.1,90265,34.5,61813,39.9,42396,883,73304,203,48047,680,74048,630,88688,218,46189,35,60813,493,32380,211,27361,176,-
53009001400,"Census Tract 14, Clallam County, Washington",2007,70609,68333,-,-,-,-,0.4,-,5.3,-,0,-,11.7,-,43.1,81563,45.2,63194,1529,84561,425,-,1104,85288,1330,95957,141,53750,58,64417,478,45652,136,31563,263,-
53009001500,"Census Tract 15, Clallam County, Washington",1036,64306,79938,-,29063,-,-,0.2,-,2.2,111625,5.5,28724,19.3,94722,32.4,61250,42.8,64519,759,82614,193,56645,566,86591,580,92800,120,29400,59,79583,277,33466,56,19091,196,-
53009001600,"Census Tract 16, Clallam County, Washington",1477,52073,53403,-,-,-,-,0.9,-,2.8,-,0.8,-,15.2,64450,31.3,48913,52.7,51385,941,62618,215,79961,726,56447,791,68750,92,26641,58,"2,500-",536,47258,196,36053,244,51786
53009001701,"Census Tract 17.01, Clallam County, Washington",851,56292,75386,-,-,-,-,0,-,0,-,0,-,17.9,51292,29.4,83191,52.8,35938,473,92824,116,-,357,94861,306,-,77,-,90,21875,378,26111,214,25123,81,23173
53009001702,"Census Tract 17.02, Clallam County, Washington",1364,63816,63651,-,-,-,-,0,-,0,-,0,-,8.8,50156,24.3,80239,66.9,64141,1013,73185,158,50781,855,75084,890,74355,98,-,25,-,351,44279,124,35909,166,62727
53009001800,"Census Tract 18, Clallam County, Washington",1095,64609,66591,-,-,-,-,0,-,1.6,-,5.4,45121,17.4,80750,32.6,82202,44.7,63750,871,75163,140,81250,731,74205,730,82361,97,18266,44,162885,224,34375,117,34330,83,-
53009001901,"Census Tract 19.01, Clallam County, Washington",1298,95170,92432,-,-,-,-,0,-,3.4,-,0,-,9.6,-,27.3,98449,63.1,90382,1030,99583,186,159087,844,98056,917,104238,104,41875,9,-,268,44853,127,37417,90,-
53009001902,"Census Tract 19.02, Clallam County, Washington",1648,63065,63170,-,-,-,-,0,-,0.2,-,3,-,18.6,129779,21.5,90745,56.9,51610,1036,79394,260,91184,776,75455,943,83523,67,62670,26,-,612,39583,321,22490,165,40953
53009002001,"Census Tract 20.01, Clallam County, Washington",1257,45446,42446,-,-,-,-,0,-,3.3,-,1.4,-,7.1,92880,18.2,50104,73.3,44167,597,68869,82,94239,515,59550,544,71635,53,-,0,-,660,36607,462,32333,184,56042
53009002002,"Census Tract 20.02, Clallam County, Washington",1520,59079,61250,-,-,51791,-,3.5,-,8.4,-,8.4,-,18.4,58838,22.7,82228,50.5,65138,963,73657,393,57829,570,96094,752,92708,211,57697,0,-,557,35060,237,25795,238,65619
53009002100,"Census Tract 21, Clallam County, Washington",1727,34663,37513,-,-,-,-,1.3,-,11.8,-,3.2,-,28.8,31596,34.2,35585,33.8,36875,766,49366,250,44583,516,49440,432,62619,293,38924,41,61450,961,19813,480,17931,323,20417
53009002301,"Census Tract 23.01, Clallam County, Washington",904,42431,42101,-,-,-,-,0,-,0.6,-,2.5,-,10.7,-,30,49688,56.7,41198,619,46756,82,71184,537,46220,552,47381,50,-,17,-,285,25417,132,22250,105,-
53009002302,"Census Tract 23.02, Clallam County, Washington",1095,65703,66797,-,-,-,-,0.1,-,0,-,0,-,9.1,117353,29.8,86042,61.1,47234,734,83977,70,116029,664,76600,573,77250,106,-,55,98869,361,55855,198,44605,120,"250,000+"
53009002400,"Census Tract 24, Clallam County, Washington",1143,52159,52984,-,53750,-,-,2.1,-,9.7,-,5.1,40743,19.3,65573,38.4,71875,37.2,45208,690,69417,245,50313,445,72734,502,81761,100,33125,88,28750,453,26230,136,25417,252,26023
53009940000,"Census Tract 9400, Clallam County, Washington",539,48250,-,-,48214,-,-,0,-,2,-,2.2,111250,24.7,49821,45.5,39464,27.6,47250,367,56477,157,57386,210,52500,164,57083,123,61161,80,50227,172,18654,81,16250,75,35694
53009990100,"Census Tract 9901, Clallam County, Washington",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
53011040101,"Census Tract 401.01, Clark County, Washington",1747,77227,80164,-,-,-,-,0,-,0.5,-,6,-,23.2,93563,40.8,102446,30,49741,1375,91063,500,97344,875,82135,1194,98397,118,48750,63,80917,372,35750,165,-,152,36875
53011040102,"Census Tract 401.02, Clark County, Washington",1077,74766,74245,-,-,-,-,0,-,2,152813,2.8,83370,23.1,97159,38.4,74333,35.7,52692,932,80521,343,92361,589,57361,843,82153,55,-,34,-,145,32321,83,-,37,-
53011040201,"Census Tract 402.01, Clark County, Washington",2423,99004,98411,-,-,-,-,0.2,-,0.9,-,3.5,"2,500-",28,143088,40.9,116818,27.6,60929,1976,117857,768,134167,1208,95278,1740,127065,147,63860,89,71779,447,32336,127,-,273,30250
